text,label
"would stay again , and hopefully get better service .",2
i cut them off and told them i was not interested in that garbage .,2
food good and wine list extensive .,2
cocktails hit the spot at 3-4 $ happy hour .,2
_num_ ) room is ok .,2
attendants on duty so that 's good and they are friendly and helpful .,2
desk staff was awesome and helpful .,2
great happy hour deals on house margaritas .,2
take them to a better and friendlier place .,2
i 've never given a hotel just _num_ star before .,2
stayed here _num_ times altogether .,2
it was a little bitter for my taste .,2
2nd time i went .,2
parking is not included in the $ _num_ resort fee !,2
the flautas were delicious .,2
i 'm always surprised this place is still in business .,2
i will definatly be back if i ever need to do this again .,2
found out via other yelpers !,2
"in all honesty , i 'd prefer my _num_ minutes back .",2
i just had my wedding reception there and the food and atmosphere is amazing !,2
all the bread and pastas are made in house and are so delicious .,2
i explained my situation and was shown _num_ cars .,2
had a fantastic lunch here .,2
service is excellent too .,2
expanded shoe and jewelry selection .,2
the pasta dish was delicious .,2
decided to stop here for some late night eats after a night spent downtown .,2
they were amazingly good .,2
this is the worst denny 's i 've ever been to .,2
i 'd recommend it .,2
something as simple as the parmesan fries with aioli are amazing .,2
pool : what a dump !,2
i guess it 's ok if you do n't mind the old vibe .,2
the slots did n't pay out for us at all .,2
but that has already been said .,2
harrahs scores high from me .,2
"great food , wonderful staff and fun atmosphere .",2
i was very dissatisfied with the room .,2
"stood in tower _num_ , needs to updated badly .",2
you are right smack in the middle of the vegas strip .,2
needless to say we wo n't recommend or every stay at the excalibur again .,2
sadly excalibur is no exception .,2
the sangria is by far the best in town .,2
this is a great find for both locals and visitors .,2
our room was located in the 25th floor in tower _num_ .,2
server was alright not that she was great but she was n't bad .,2
def try breakfast here and the bagels are the best in town !,2
"we enjoy this place , so we keep coming back .",2
everything i had was excellent !,2
came here for a cocktail and light lunch during our most recent trip .,2
high top tables with high chairs .,2
firefly is always packed and i have never had a bad meal here .,2
"in short , i do not recommend this show .",2
"the turkey burger looked , tasted , and felt like leftover meatloaf .",2
the guac was delicious and the view amazing .,2
we arrived at 12:30 noon to an absolutely empty restaurant .,2
"nice service nice quality nice atmosphere , will come back again .",2
this place has been around a long time and is really good .,2
standing around chit chatting asked for a host _num_ times !,2
everything always fresh and made to order .,2
i 've always loved bahama breeze and this location is no exception .,2
the service is fast and attentive .,2
"when i arrived the shop had _num_ other people , so not busy .",2
in all of my life i have not seen this before .,2
"lots of plus size options , which is extremely rare !",2
the staff is helpful and very positive .,2
wonderfully sized for a room with _num_ queen beds .,2
no one ever asked though .,2
they have the best sangria hands down .,2
"but sadly , i will not stay in the hotel here again .",2
the food and menu looks like it has n't changed in _num_ years .,2
bagels was n't the best i 've had .,2
they were not busy at all still took so long to get me started .,2
"seriously , get rid of these clowns !",2
"worse still , harrah 's seems to be the only one .",2
the mac and cheese was also delicious .,2
"really , the most thorough museum tour i 've ever done .",2
this lack of competition also makes them not care about marketing .,2
housekeeping is so loud .,2
it would have been a better experience to do it myself at home .,2
if i could give this dump a zero i would !,2
"i must say , i am glad we only ordered _num_ plates .",2
the pasta option i ordered for dinner was well done and damn tasty .,2
the beers were pretty yucky anyway so i did n't care .,2
the casino staff is more helpful than the hotel staff .,2
"the bartender , aaron , is awesome !",2
"the guy working , cesar , was so unbelievably rude .",2
they made the situation like it was our fault .,2
they made the situation like it was our fault .,2
well worth the price !,2
there is no actual street access .,2
not necessarily flavorful - but humongous .,2
the clientele in the casino were very creepy .,2
i wish it was possible to give `` _num_ '' stars .,2
"they said they could accommodate us , no problem .",2
i am very disappointed .,2
i am very disappointed .,2
my meal at firefly was the best in vegas by far .,2
it smelled like old motel .,2
point is do not waste time on this place !,2
the bartenders are really nice and quick .,2
"i however , mind and will not be staying here ever again .",2
one of my favorite restaurants in vegas for sure !,2
the food is okay but expensive for vegas .,2
"excellent service , nice atmosphere , good food , and great drinks .",2
"reasonable prices , centrally located on the strip and friendly staff .",2
"i think for the price that groupon offered , its very well worth it .",2
"best bang for your buck , and they taste great too !",2
"the tapas were great , ceviche was amazing .",2
and the service is always top notch .,2
"without even asking , they brought me edamame and miso soup .",2
and it 's fun .,2
"my husband , visited the store earlier this morning to get our family breakfast .",2
i do not recommend nor will i ever use them in the future .,2
an enormous place that has everything you could possibly want .,2
the guy was really nice .,2
im not sure i would have finished my orders .,2
but i had the worse experience ever .,2
great menu and great atmosphere .,2
i do n't know how the workers can work here .,2
the bagel was good .,2
located inside ph miracle mile and a quick and affordable stop for a treat .,2
which makes sense of all the trash !,2
we had to do that ourselves and had a great time .,2
this was a mistake .,2
nice gesture but this is not a welcome pack .,2
our tower _num_ room had a view of the monorail .,2
i walked in here twice .,2
the wait is almost always a minimum of _num_ hours .,2
i have a sleep numbers bed .,2
just a blanket with two sheets around it .,2
we sat at the bar with an extraordinary bartender named emily .,2
the veal shank ( osso bucco ) was fork tender but bland .,2
she does n't typically like cheese steak sandwiches .,2
orange juice is fresh squeezed and coffee is good .,2
i took my gf here and it was good dining experience .,2
but the food was also really good !,2
it 's not even worthy of a star .,2
yummy food and tasty sangria !,2
reminds me of islands back home .,2
just the worst ever .,2
i highly recommend this store and their outstanding staff .,2
"excalibur hotel is a giant , cheap motel .",2
service was good enough .,2
turkey club sandwich rates a very good !,2
this was on december 8th _num_ .,2
we sat in the bar and we had a piss poor server .,2
"besides the low price , there 's nothing really special about the hotel .",2
she was just absolutely terrible .,2
"so yes , you could very easily get your entre $ _num_ cheaper .",2
do n't gamble on your place to stay .,2
i should have talked to a manager .,2
"and plus , it 's just bad for business .",2
the happy hour is absolutely fabulous .,2
i had a marvelous dining experience here !,2
"will i go back , maybe if someone else buys .",2
a fairly miserable night for $ _num_ more than the original price .,2
i 'll pay top dollar for food- if it 's worth it .,2
i would be very very careful about going back there .,2
overall good experience and would recommend .,2
i love it here !,2
needed a cool refreshing snack after doing a small hike .,2
happy hour is from 4-6 pm monday - friday .,2
it was worth it .,2
but it is all really good and a great neighborhood breakfast and lunch joint .,2
ambiance - positive two stars,2
i mixed the margarita and mango and that was good .,2
"it 's not authentic , and it does not have a great menu offering .",2
i guess i was wrong .,2
"i had the shrimp , avocado and crab tower and it was delicious !",2
every thing else sucks .,2
great view of the fountains .,2
the casino is nothing special .,2
the service is always attentive .,2
we had an awesome time !,2
all the food was tasty and fresh .,2
the sangria is good but i prefer the mojito better .,2
but it was a cool experience .,2
but they could n't with harrah 's terrible wifi .,2
the best tapas restaurant i have ever been to .,2
"excalibur , not a fan .",2
leave me alone . ',2
the food is crap at best and inconsistent all the time .,2
words can not describe the disappointment i feel .,2
in reading other reviews it seems that this is not out of the ordinary .,2
my hubby and i really really like this place .,2
it was the perfect choice .,2
"firecracker shrimps , spinach dip , sesame crusted ahi ... soooo delicious !",2
"i put the sun chips back , the female employee was right there .",2
do not do business with these people .,2
my wife and i had been here years before and enjoyed it .,2
hoping for another customer service representative ( nope ! ),2
so i booked this hotel for the same reason that most do .,2
"i 'd take the kids back for sure , it was a cool experience .",2
they said they could not find me and ran it through the car wash .,2
room smelled like pissed & the sheets were dirty .,2
i ate the most amazing set of crab claws from florida .,2
it was not the worst but there is far better .,2
red sangria is very nice with lots of apple in it .,2
this place was really good .,2
the rooms are all old but for the price i guess you cant complain .,2
i went to lunch with some coworkers .,2
this was some of the best food and service we 've ever received .,2
firefly fries were pretty delicious too .,2
the site to store has certainly been a hit and miss .,2
i loved this place .,2
i loved this place .,2
avoid that tower at all cost !,2
the cheap prices are not worth it .,2
oh ... there they are ... sitting in the window .,2
we won a lot of stuffed animals and it was fun .,2
needless to say my meal is always more enjoyable when this is the case .,2
their service was very quick and friendly .,2
save the best for last .,2
why make an appointment if you do n't honor them ?,2
i am going to try to never have to stay here again.,2
could n't seem to ever get valet to park the darn car .,2
it 's like a fine wine .,2
me and my fiance stayed here while we were wedding venue hunting .,2
service had been great for the times we went .,2
would n't come here if you paid me .,2
the rooms were outdated and kind of smelled .,2
clearly vegas is trying to shake their `` family friendly '' image .,2
"every time , the fish is cooked perfectly and the service impeccable .",2
overall everything was good .,2
"great store with great employees , and the prices are good too !",2
this is no big deal .,2
went late and had park in back and hope i did n't get towed .,2
wow what a way to celebrate in vegas .,2
i also tried what my friends had ordered and everything was tasty !,2
- mediocre sushi at best .,2
"i know granted i was wearing casual clothing , but i do not steal .",2
he was n't pleasant & barely even spoke .,2
it was to hot in there i could n't sleep .,2
manager was rude as well .,2
but the club is clean and well equipped .,2
great food and great service .,2
change it & you might just drive better business .,2
what a waste of time .,2
i honestly did not know you could mess up scallops .,2
i then realized the penny was the fix !,2
this really is a great shop .,2
no room service after _num_ pm .,2
love it for the chicken entree and pizza !,2
thanks for the shitty sake !,2
"clean store , solid customer service .",2
its $ _num_ per night !,2
now this is what we crave everyday !,2
considering the prices i would never return to this establishment for any reason .,2
this stay proved that to be the case in the hotel areas as well .,2
the bartender just placed _num_ different open bottles on the bar to look at .,2
this place is fantastic !,2
now for the biggest problem of all .,2
i always order when i visit !,2
great food and service from frank .,2
"that cost $ _num_ extra , each plate .",2
check in was bad .,2
nothing in room a stained old chair desk beds and tv .,2
every employee that we ran into was nice !,2
"the piano players were fun , and they knew ever song that was requested .",2
i really enjoyed the ceviche .,2
while the server was nice and polite the food was horrible .,2
circus circus seems cleaner .,2
i did n't sleep the whole time i was there .,2
"for that type of service , the food was overpriced .",2
"i 'll be going back again , and again .",2
i wo n't stay there again .,2
i wo n't stay there again .,2
we went as a group of five and loved the atmosphere .,2
to hell with this place .,2
the concierge desk was the only highlight to this trip .,2
"the food was excellent , across the board .",2
most bullshit business ever !,2
nice ( but pricey ) shops .,2
i have stayed in a much better motel _num_ .,2
"by the way , the butt stayed there for _num_ days .",2
overall our stay sucked !,2
a little out dated and the air quality is n't the best .,2
refilled out drinks consistently ... .,2
"no wifi , but i absolutely do not care .",2
so i went without water in the desert .,2
all very good : ) i will be back .,2
we should 've ordered another one because we loved all the little desserts .,2
this meant sending the food back and waiting for it to be cooked again .,2
"ordered a makers mark whiskey sour , enjoyed that too .",2
this place does n't care about you at all .,2
stay away from entree because the tapas are usually delicious .,2
this is the best hospital to have baby .,2
the doc office had an issue with the lab they sent my x-ray to .,2
the good : plenty of parking in this strip mall _num_ .,2
"front desk , are you asleep ?",2
it was very very good .,2
we ordered an amazing prosciutto pizza .,2
she wished me a happy birthday and even gave me a flower !,2
eva did a wonderful job .,2
"they made my birthday fun , special , and not super expensive .",2
simply had no good taste of flair at all .,2
chevy told them is losing pressure in motor .,2
have a yourself a good time .,2
ate a late dinner there and had excellent enchiladas !,2
"the bed was comfy , the tv was nice , overall very clean .",2
my friends were also very satisfied with their dishes .,2
i would def recommend this place to any and everyone !,2
"all in all , i see no reason to give them a 5th chance .",2
"the food was great , the service wonderful , the place was clean .",2
the coconut shrimp are awesome !,2
we always come here at least once during our vegas trips .,2
skip this expensive place .,2
but nothing like this .,2
"service was friendly , fast , and unobtrusive .",2
"fabulous top notch service , we were even given a local 's discount .",2
the most fun you can have in las vegas with you clothes on .,2
its such a mess !,2
"great bahama drinks , great food , great live music !",2
"food was good , room was clean , casino was nicer than i expected .",2
sometimes there 's a wait but that 's because it 's sooooo good !,2
get to room and it does not look newly renovated .,2
you can get a over priced haircut elsewhere .,2
i said he could give me a coupon for something off .,2
i said he could give me a coupon for something off .,2
"they are slow , rude and overpriced .",2
you should make a visit when you 're in vegas !,2
", so the excalibur fit the bill .",2
but i 've been in worse hotels .,2
an upbeat group of folks .,2
"for desert we tried the flan , which was unique and super tasty .",2
the worst hotel i 've ever stayed !,2
a great place to browse if you have more time than money .,2
what a great experience .,2
the lobster bisque did not have a strong enough lobster flavour .,2
i do n't leave trash on the inside and take good care of it .,2
they accommodated us last minute for a party of fifteen so that was nice .,2
not even an offer of a phone book or anything .,2
i would not refer anyone to this car lot .,2
our stay at harrah 's was a big disappointment .,2
i think their ny strip is the finest in las vegas .,2
everyone was great and helpful !,2
very well chosen colors and pieces .,2
"absolutely would stay here again , one of the best deals on the strip !",2
the buffet was terrible as well .,2
the big problem is actually eating there .,2
so i came with them this time .,2
excellent food ... everything in the menu is great .,2
i do n't recommend & wo n't be back !,2
it made chuck e cheese look like a luxurious spa destination .,2
it was very good !,2
this is ridiculous and very wrong .,2
great location right smack in the middle of the strip .,2
"the eggplant was so little , could barely taste it .",2
worst customer service ever ever ever .,2
my kids had the most amazing time there today .,2
shared the fried wontons which were really good .,2
a lot of reviews talked about spinach raviolis in cream sauce .,2
if there was a zero star i would use it.,2
i went downstairs to print out my boarding passes on a paid terminal .,2
"the duck haunts me , it is so sweet , moist , almost beautiful .",2
will stay here again .,2
definitely will come back again and again when i am in vegas .,2
you and your staff have helped our smiles remain beautiful .,2
the helicopter ride was fun and exciting !,2
ambiance was wonderful - sat outside .,2
the food in the cafeteria is pretty tasty for being a hospital cafeteria .,2
i just love love love my personal shopper ... .,2
the ambiance and the service were incredible !,2
"this does n't take a manager , just training .",2
stayed in the mardi gras tower on the 16th floor .,2
the service was friendly and quick too .,2
i was overall satisfied with my visit .,2
they treat vegas locals good .,2
we arrive and there are _num_ front desk windows open .,2
great prices great drinks and the dollar shots are a great deal !,2
there is no wireless internet in the hotel .,2
finally she hands me the confirmation that it sent .,2
the lunch burgers and pizza are good .,2
loved everything about this place .,2
i would avoid this place at all costs .,2
my fianc and i decided to check out bags and just walk around .,2
came here for lunch and enjoyed how fresh the food was .,2
always great food when i 'm in vegas .,2
the restaurant was n't very crowded at all for a friday evening at 7pm .,2
great entertainment at the bar on friday and saturday nights .,2
the hotel itself was n't even worth it .,2
calls does n't take several days to pull .,2
worst car dealership ever .,2
staff provides great customer service .,2
"great , simple transportation -- if -- it goes where you want .",2
"cooked perfectly , still juicy inside and a great sauce .",2
"finally , the filet mignon was absolutely delicious .",2
my husband and i left vegas with lots of back pain !,2
definitely a great place for spanish tapas off the strip .,2
many of the more popular games are $ _num_ or $ _num_ per person .,2
it was pretty empty when we came .,2
i loved the food and drinks .,2
excellent place to kill time !,2
"btw , do n't get in the water !",2
i emailed them about my horrible experience and no one replied .,2
great deal would stay here again .,2
"so we requested more and when it came , it smelt like smoke .",2
the lunch special for $ _num_ was worth it .,2
the stuffed dates are delicious .,2
ate here two nights in a row .,2
it was so dry and flavorless .,2
the room and furniture were old and low quality amenities in the rooms .,2
we left the excalibur feeling rather sad .,2
amazing staff thank you again for all your care !,2
so i lucked out and got an artist all to myself !,2
great food and also nice inside .,2
it is just not worth it .,2
just save yourself the headache and go to the walgreens across the street .,2
there was a tv in the bathroom but there was no remote to it .,2
i went in at _num_ am on a thursday .,2
"beds were comfy , but no coffee pot in room .",2
definitely check it out whenever you see one .,2
we wo n't be staying there again .,2
the garlic fries were to die for !,2
being ugly in decor is one thing .,2
could n't wait to get back to my hotel after this !,2
"overall , a good choice for a less spendy meal in vegas .",2
stayed here during a meeting i had for work .,2
"_num_ small pieces of fish wrapped around stuffing , _num_ pieces of lobster !",2
it was piss poor .,2
is was very disappointing .,2
my boyfriend and i both asked it in complete horror .,2
it 's very tropical and relaxing .,2
very disappointed this time .,2
even my kids refused to have their burgers !,2
even checking out is not accommodating .,2
"lovely atmosphere in here , fun shopping .",2
so the rating can be explained either way .,2
worst of the worst in customer satisfaction .,2
no coffee maker either .,2
it 's pricey but worth every penny .,2
will definitely eat here again the next time i am in las vegas !,2
"until then , i would not stay here again .",2
everyone had the best attitude and courtesy i have experienced from a casino .,2
not for fee and not for free .,2
the casino is large though .,2
perfect spot in the forum shops .,2
contemporary means updated ( does n't it ? ),2
"so ladies , just leave the heels at home .",2
"it is not really cheap , but , they make it look that way .",2
thanks but no thanks .,2
"i found pills under my bed , there was soap stuck in the shower .",2
_num_ min to check in .,2
really amazing food ... .,2
thanks to circo for a delicious high-end vegas dinner !,2
definitely coming back to get another one next time !,2
the doors do not close all the way unless pushed or pulled .,2
the extra shot will do you some good .,2
the most disgusting hotel on the strip .,2
both were amazingly delicious !,2
"great food , atmosphere and service .",2
the empanadas were delicious as well .,2
but have enjoyed everything else .,2
"my squid was really good , and birthday cheesecake was very tasty !",2
"the staff at the spa was young , snotty , and ghetto .",2
it 's simple and very affordable .,2
when we got to our room _num_ lamps did n't work .,2
she insisted that i would get it back if the room was not damaged .,2
"for the most part , everyone has been quite decent .",2
i had the most amazing experience at spago last week .,2
i have gone to this place for happy hour for years .,2
i wo n't be making that mistake again .,2
i 'm glad i was able to enjoy it once .,2
"all in all , my husband did n't like it too much , either .",2
"god , this place is still as great as ever .",2
delicious salmon and shrimp quesadilla .,2
your clothes smell like it after _num_ mins in the hotel .,2
"ok , no big deal , just exchange it .",2
"great atmosphere , food , and drinks -- the sangria is awesome .",2
octane is their most popular drink and for good reason : it 's strong .,2
"i know some people relish it , i do n't .",2
the best meal and service in a long time .,2
avoid at all costs no matter the price .,2
the food makes it really cool .,2
all three items were outstanding !,2
she said she would have a manager call me .,2
we stayed for _num_ days .,2
our room in the mardi gras tower was sub par at best .,2
one of the best tapas restaurants i 've ever been to .,2
hit up firefly is you want something different that wont cost you mega bucks .,2
it is extremely outdated .,2
it was very bland and lacked flavor .,2
maybe old but fun for the kids .,2
firefly is the most authentic i have had in the states !,2
best value in vegas .,2
the one that hands you the food has an attitude problem .,2
it was cooked perfectly and had just the right amount of fresh mozzarella cheese .,2
i think the owners are going for quantity not quality .,2
little clever plays on the traditional to make something unique .,2
"after today , i 'll never go here again .",2
the pool closed at _num_ pm ( the water slide at 6pm ) .,2
the ribs was extremely dry .,2
"buffet style breakfast is decent , no bacon though .",2
their selection was n't very expansive or special .,2
finally about _num_ i go wait in line again.,2
the food is mediocre at best .,2
man that stuff is the best .,2
"it 's 11pm , myself and _num_ other guys walk in .",2
it was n't worth it !,2
i did find some batteries here as my camera ran out of power .,2
"but thankfully , the meatloaf was delicious , my pizza was great .",2
she also can does an excellent job waxing my eye browns .,2
not a pleasant way to shop at victoria 's secret .,2
it 's a good place to stay in vegas if you have kids .,2
you will waste your money and come out sick or hungry or both .,2
"all in all , one of the reasons i stopped going to subway .",2
spago is a great place with good menu items .,2
they were trying to charge me for the dinner price !,2
"good price and customers service , i love this place !",2
the hotel itself is like a maze which i did n't enjoy .,2
secondly this place sucks .,2
there was hardly any walking space between and around the _num_ queen beds .,2
why do they have to charge an arm and a leg for clothes ?,2
the three associates were all standing by the cash register .,2
quite an array of choices i might add .,2
"infused water available at _num_ different locations , comfy towels .",2
the valet sucked and was full every night we were there .,2
this place is the worst hotel in vegas .,2
they were delicious too .,2
airport shuttle is $ _num_ per person - cash only .,2
in case i did n't say it .,2
the entire menu is outstanding and very affordable .,2
all of my friends and i really enjoyed ourselves .,2
i 've been several times and keep forgetting to give them a write up !,2
there are a couple decent places to drink and eat in here as well .,2
dana was our server and she was just terrible !,2
i 'd be more understanding if the place was busy but it was not .,2
wo n't ever be spending another penny inside this place again .,2
i really enjoyed going to fat tuesday .,2
"yuck , after my first experience here i will never come back .",2
receiving our soup within _num_ minutes and then our main course in _num_ hour !,2
"after dining there , i can see why .",2
very delicious and conveniently located close to shops and casino floor .,2
i recommend you do this while in vegas !,2
great wine selection also .,2
having to go down to get the other ... kind of annoying .,2
definitely a great place to bring friends when they come into town .,2
we chose the excalibur because it was cheap .,2
great food and excellent service !,2
only reason to stay here is for a cheap night along the strip .,2
the store is disorganized and nothing makes sense .,2
"last time i ate here , i saw roaches running around .",2
my burger was ordered medium and came out well done and not hot .,2
i cant wait to come back here again !,2
jumping up and down .,2
"great food , excellent prices and a happening ambiance .",2
ca n't say enough good about firefly - i was very impressed .,2
the room was $ _num_ and right on the strip .,2
one of the best experiences in las vegas that ive been to .,2
everyone in our party raved about the authenticity of their meal .,2
it took them _num_ minutes of research to get nothing .,2
the rooms are very outdated early _num_ 's maybe ?,2
day two was great .,2
"however , the furnishings are tired and worn .",2
"fun , easy , and great for everyone !",2
let 's be honest ... no one was expecting _num_ stars here .,2
we also had a the dessert sampler and everything on it was great .,2
now i totally understand the ash tray smell in vegas .,2
the first room we had was horrible .,2
"it comes hand made , fresh and delicious !",2
worst setup i 've seen in a hotel room .,2
i will definitely be coming back .,2
lunch is amazing and dinner is really good as well .,2
super friendly and well educated .,2
we enjoyed a caesar salad and the sausage and red pepper pizza .,2
spend your dollars elsewhere .,2
the pork barbacoa is incredible .,2
we got prosciutto and arugula - super good .,2
my husband and i stayed here over the forth of july weekend .,2
our waitress was super nice and we loved having a seat by the canal .,2
it was a disaster from the beginning .,2
the atmosphere was fantastic .,2
stuck in time perfectly .,2
so i have a new favorite !,2
"it 's not the employees fault though , they are all pretty decent .",2
cons : price for dishes are a little on the high side .,2
my soup was good however umm there was no lobster in it .,2
i do n't like being forced to pay for things i will not use .,2
happy hour would be good here .,2
"the flan was so good , we ordered another .",2
they actually have a toy store !,2
"the pool area was just concrete & water , not much fun .",2
"some staff members were friendly , others not so much .",2
key tip is book the west tower .,2
this mall leaves a lot to be desired .,2
it has such great breakfast the bagels seem homemade and everything was incredible .,2
"the ride itself on the help was over one hour , which was amazing .",2
i 'm so pleased with them and i ca n't wait to go back .,2
but it 's not .,2
so if you 've had enough to drink you probably wo n't mind it .,2
great staff very fun experience .,2
i 'm so sad she 's not here . '',2
the hotel is old and stinks .,2
"service was slow , do n't go there if you 're on lunch break .",2
"wow , super good !",2
the meat was dry .,2
"food , bar , service and experience were all outstanding .",2
"food , bar , service and experience were all outstanding .",2
sad how this hotel is going downhill fast .,2
a one of a kind experience for my wife and i .,2
had lunch here with family and had a great time .,2
this hotel gave me the most frustrating experience i 've ever had in vegas .,2
great new york style bagels lox and all the trimmings .,2
i regret opening store credit here .,2
( it is n't their place to move my seat setting . ),2
( it is n't their place to move my seat setting . ),2
the only reason why i went here was someone else was paying for it .,2
this was the worst casino we visited while in vegas .,2
the staff also said happy birthday .,2
the room was clean but had the smell of a motel .,2
the house chopped salad with quinoa is so freshly made with garden fresh veggies .,2
let me tell you `` just rip-off '' .,2
as well has terrible customer service .,2
incredibly soft and fit great .,2
"tram to and from excalibur , luxor , and mandalay bay .",2
prices are great too .,2
"oh my goodness , do i ever love this place .",2
great atmosphere with lovely food .,2
i love this store .,2
this has been the worst stay of any hotel we 've stayed at .,2
went to vegas and found this gem !,2
my toes are still not dry .,2
they will check your bags for you for $ _num_ per bag .,2
outdoor seating with this weather is perfect .,2
lots of space and a fancy jacuzzi tub included .,2
this place is big and decorated beautifully .,2
i would choose the flamingo rather than harrahs .,2
vegas is n't exactly lacking expensive high quality restaurants .,2
i have to say that i really enjoyed my visit to this beautiful store .,2
please stay this fantastic .,2
mother of god this establishment is king of spam .,2
we enjoyed one of the best italian dinners ever here .,2
sangria pitchers make for a great meal .,2
service for good for the big group i was with .,2
"she is absolutely amazing , she made it as less painless as possible .",2
i am extremely dissatisfied with my experience and i want a full refund immediately .,2
nice bathrooms as well .,2
love the decor and the ambiance .,2
more then to deal with all this crap !,2
they only fixed what the eye could see .,2
they looked like off duty renaissance fair workers .,2
i love the layout of the store and always have a positive experience .,2
she is unhelpful rude and a bitch .,2
thank god we did !,2
and the pizzas here are as great as ever .,2
you 're better off paying a little more for a better buffet .,2
you can spend hours exploring !,2
i 'm thinking he just decided to blow me off .,2
we truly enjoyed this restaurant and i hope you do too .,2
the only ok thing was the garlic bread out of the whole meal !,2
customer service is great !,2
"we got great food , great drinks at great prices .",2
a little too greasy for me .,2
my drinks are always the right temperature and the proper recipe !,2
ordered a side of hash browns and got some work done on the computer .,2
a friend who lives here in vegas took me to this hidden gem .,2
great place and great food !,2
the sangria was also really good .,2
that is not easy here .,2
it probably took _num_ minutes to get to the desk .,2
came here with my girlfriend and enjoyed every minute of it .,2
will for sure return when i 'm back in town for business !,2
recommend it for all kids .,2
i will continue coming back here .,2
my water glass always was full .,2
by far the most inspired and worthwhile meal i had while in las vegas .,2
a fun time to be had by all .,2
the bbq sauce and cheese was the only good stuff on it .,2
the service and overall experience was fantastic .,2
duck was wonderful and cooked to perfection .,2
i received a room with _num_ double beds in a non smoking room .,2
for the price here its not worth it .,2
filet sliders were great .,2
"it was hot , perfectly toasted and yummy .",2
some of our pillows were lumpy .,2
"there is no oil leak , all the oil is still there .",2
"first , i made a reservation on a third party website for _num_ rooms .",2
it got to me .,2
i ate here before but will never eat here again .,2
and the staff are very friendly .,2
they change their menu seasonally which is refreshing to try new menu options .,2
generally the hotel is n't too bad .,2
messed up my nails horribly & would n't refund my money .,2
i really enjoyed their salad of romaine with roasted salmon and unagi sauce .,2
the staff is beyond surly and rude .,2
this is truely a fantastic place .,2
ok hotel if you like empty promises .,2
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside .,2
the good is really good .,2
"price wise , not bad well worth it .",2
we 'll be back for happy hour next time !,2
the beef tacos were very good .,2
i do n't understand how four different servers all made this same basic mistake .,2
when we got to new rooms they were still disappointing .,2
the pool on the roof was expected to be a regular pool .,2
great food and atmosphere as usual .,2
she said this was what was missing .,2
i am so happy we found this company !,2
"makes excellent salads , salmon and pizza .",2
cheese dip is a great appetizer .,2
no counter space at all to set and alcohol or food or anything on .,2
french fries were good as well as their red sangria !,2
best adventure of the trip !,2
some of the best tapas i 've ever eaten .,2
_num_ out of the _num_ was good but nothing great .,2
the range is absolutely great and so where the people .,2
the prices are excellent .,2
the guy at the front desk said i could check in at that point .,2
"once they were dropped off , he came back to take our food order .",2
we rate the place less than a star !,2
once again it was pretty fun .,2
we ordered _num_ burgers : _num_ cali 's and _num_ veg .,2
the supposedly fresh oyster is not so fresh .,2
my wife and daughter truly enjoyed as well !,2
place is run down .,2
we love this restaurant .,2
we love this restaurant .,2
"food , service , style , elegance , class .",2
that was very nice .,2
beautiful clean room once again !,2
the steak itself was done in most parts - very pink in other parts .,2
very helpful and attentive staff as a bonus .,2
the service was just all around terrible .,2
i have not been here since and do not plan on going back .,2
stayed in five hotels on out trip all around this price range .,2
instructors make sure you are comfortable and have a good time .,2
"this place is pretty old , worn and nasty .",2
this room was _num_ % better !,2
"the restaurant are all cheap food , i would never recommend eating there .",2
"all-in-all , vegas was great , harrah 's was not .",2
it was a good experience .,2
the best bagels we 've ever had .,2
"so good , there is no better food .",2
that day it was n't so bad .,2
she was absolutely amazing and so much fun to work with .,2
"for us , this was the best food we had in vegas .",2
i feel sorry for people who have wasted their money on this place .,2
please do n't order their ahi tuna skewers !,2
the food at the bar area was very good and the pricing very fair .,2
oh & the resort fee is a rip off .,2
our service was prompt and unobtrusive .,2
i came here with four friends on a monday night .,2
so it 's like modern vs throwback .,2
"i love pep boys normally , and i would use others .",2
he was so rude .,2
i do n't know how this place is _num_ 1/2 stars .,2
lovely setting as well .,2
"the drink is n't strong , but it tastes really good .",2
at this point my daughter was extremely upset and crying .,2
it was abysmal in every possible way .,2
she really cares about all of the children and makes you feel comfortable .,2
"our room was basic , which was to be expected .",2
a large group of us decided to go out here tonight .,2
nowhere on my receipts did it mention the $ _num_ .,2
telephone service which i did n't even use ?,2
the crab cakes were the best i ever had .,2
i really like this place .,2
not really a great place for kids not just the hotel but vegas period .,2
this is an every friday morning treat for us .,2
$ _num_ down the drain .,2
just make sure you do not get rooms with connecting doors .,2
"all in all , a pretty horrible experience .",2
no one else was using the self service however .,2
"otherwise , great happy hour find !",2
i paid for one of the remodeled rooms and it was a horrible experience .,2
you do n't see that very often .,2
this was not the case here .,2
no i paid for it this time .,2
food was good though .,2
i would never go back again .,2
i would never go back again .,2
love the place and we will be back !,2
the food is absolutely delicious and very reasonably priced .,2
they serve lots of beers and mixed drinks and have outdoor seating .,2
we loved this place !,2
and both my husband and i liked the food a lot .,2
please order the mojitos when you go there .,2
i will bet staying elsewhere next time .,2
"boyfriend was in love with the angus steak , cooked to perfection .",2
the calamari was also very well prepared .,2
it 's a waste of time and money .,2
she never gave me anything to replace it with either .,2
taco sampler is awesome .,2
the food was so greasy it was gross .,2
i always get the tall cup one .,2
